Label,Tweet
1,When Sandi being asked if #PrabowoGila or not  pic.twitter.com/Vf855qXDyK
0,USER Lagian ngapain pilih ditenggelamin sih...jadi sampah laut kan...'
0,PAN Bersikukuh Ingin Usung Zulkifli Hasan sebagai Calon Presiden
0,"Allah mengancam orang-orang munafik laki-laki dan perempuan dan orang-orang kafir dengan neraka Jahannam, mereka kekal di dalamnya. (9:68)'"
0,USER ADAIN MAKANYA SAYA KAN MAU NYANYI DISTRICT9 SAMA JABLAY JUGA'
0,"What's surprising however is shit only happened only in Jakarta, thankfully. Let's not cause another riot and get people fucking hurt from both sides.

So people are willing to go so far and travel to jakarta to do this? Please stop.

#PemiluDamai
#indonesiaelection"
1,"USER USER USER USER Mereka kan kaum pekok...bawaannya baperan Mulu....KL kata Junjunannya A....ngikut smua,dasar kaum dongo GK pnya pendirian yah....Malu2in in org Islam ajja'"
0,Kawe dlu dia ni captain paling najis liverpool.. Power rupanya.. Keep up the good performance  USER https://twitter.com/LFC/status/1220469741841715202ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦
0,"Need to prove it, waiting your next post
#2019GantiPresiden"
0,USER Oiya saya inget nih anda yang selingkuh pake acara ngewe ngewe itu kan?'
0,"Hahaha people getting butt hurt when talking bout how cheated Malay is 
#ShameOnYouMalaysia"
1,"Good, Pembubaran HTI is a must for stoping these Khilafah wannabe. If this one end without any chaos, FPI should be next."
0,"Sabar ya :) "" USER: I think y**E is not better than me,she is so stupid and lessjob but my bos love her verymuch #bosku berengsek"""
1,( and each one of them is bejat.
1,RT . mari lengserkan jokowi habis Ramadhan ini.
0,"short chat with kakak, she manage to avoid the question and focusing on my problem *berengsek kau"
0,"USER USER USER USER USER Bro aku orang biasa bukhan antek antek ya , walah walah ud emosi ya bos ud minum air putih bos biar adem otak anda'"
0,"Rakor Pengembangan Bandara, Plt. Gubernur Jateng Tegaskan Kehadiran Presiden RI Di Purbalingga"
1,"USER Pak Recep..............anda salah, itu gubernur pakkkk....bukan presiden ., presiden kami lagi di Got.... ; Nih liat kalo gak percaya..."
0,"USER Produk dalem negeri dibilang alay produk luar dibilang hypebeast. Ironi sih, giliran urusan negara bilangnya \xe2\x80\x9canti asing\xe2\x80\x9d.'"
0,"Fahri Hamzah : ÃƒÂ¢??Tugas Presiden Adalah Berkata Benar, Tidak Menipu dan Realisasikan JanjinyaÃƒÂ¢??"
1,i KNOW for damn sure yall dont even care for anything outside of your ship and i know yall lowkey homophobic asses only wants to fetishize gay ships but continue to mock and discriminate lgbt+ community. makan tai aja sana bangsat
1,USER USER Anti kritik kontol mu bangsad. Org idiot aja tau itu hate speech'
0,"Agar kelak dapat mengungkap dengan jujur, siapa sebenarnya Muhammad dan siapa yg bicara di Quran, betul Pak Lukman?"
0,"THE DAY IS COMING. ÃƒÂ°Ã‚ÂŸÃ‚Â”Ã‚Â¥
#GanyangMalaysia
#ShameOnYouMalaysia
#IndonesiaJuara
#IndonesiaEmas
#SEAGames2017 pic.twitter.com/ZAv2OmYzgn"
0,"I am.. But they wont... Some people still be racist for the rest of their life...
My mom just get yelled by someone for a little misunderstanding, 'CINA SIALAN KAFIR MAKAN BABI CUMA PENDATANG LU!!! NUMPANG SAMA PRIBUMI!!!'"
0,"Ninja kali nih tukang roti keliling, cepet banget ilangnye. 2x gw keluar rumah gak keuber. Sarap.'"
0,SHIT I HOPE NOT TOO DAMN or imma have to cancel this 4 year old crush of mine fuck but then again with this pic i posted it on ig jadi kalo dia emang bangsat ya at least no private pics kan ya
1,we will not go down..gaza tonight! youre fuck israel (yahudi bangsat)
0,B*ll c*sby got a MAXIMUM of 10 years. Thats suchh BULLSHIT that man deserves to serve 3 life sentences.
1,RT USER iyah harus Prabowo Ruhut dan Jokowi mana mungkin mau korbannya kan Umat Islam
0,"People like u have to live for a long time "" USER: "" USER: Mengapa cewek lebih suka cowok berengsek?"" I prefer band members tbh"""
0,"USER USER USER USER pki, gerwani, pemuda rakyat, baperki tanda2 mulai nampak bangkit kembali, apa harus didiamkan \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x9"
0,"Kayaknya kokinya bapak perlu belajar masak lagi ÃƒÂ°??? cc bu USER saya warga pesisir, ikan bisa di bakar, asap, goreng, pepes, ditandem aneka sambal, krupuk, baso, pempek, dll ÃƒÂ°??? Masakan khas ikan tiap daerah di Nusantara banyak ÃƒÂ°??? trust me its delici"
0,Etnosentrisme: sikap yang menganggap budaya yang dimiliki yang paling baik dan menganggap rendah budaya lain.
1,"Jokowi just a big liar. We don't trust him anymore.
#NewEraPrabowoSandi"
0,USER USER Kalau mau jadi Katolik aku bisa bantu mz'
0,"USER bagus bagus banget! kaya lo liat sejarah dari sisi yang lain sih.\n\nsama satu lg novel leila chudori yang ""Pulang"" juga juara banget, itu tentang eksil pki gitu deh.'"
1,"This region of Asia, to me, it is also under siege from the conservatives and Reformists who wants to turn democracy into a religion based autocracy. 

Indonesia and Malaysia are now a serious threat to this region of Asia.
 https://www.sinchew.com.my/content/content_2204339.htmlÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
1,RT USER: SBY itu Grand Master Politik ga ada yg sanggup samain beliau. Jokowi ga ada apa-apanya. Ga pantes jadi presiden URL
0,apapun motif konflik rohingya yg pasti umat muslim di zalimi. titik. RedbonsSaveRohingya
0,Why not Blame the source that leaked the information to a NEWS OUTLET prior to making sure the families were informed? How they supposed to know or monitor who was informed  and when while they're doin Their job? Is The first responder not the one who broke code?
0,"itu kan editan e*nkook, goblok. what do they smoke? crack? lmao gtfo  https://twitter.com/sugawifeyy_/status/1223452413178179584ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
1,Bacot bangett!!!
0,USER USER Kulit item burik gitu wks'
1,"Bergelar Profesor Doktor ditololkan atau menampakkan diri jadi orang tolol karena mengutip Quran, sangat disayangkan"
0,"Gini ya, saya tuh Kristen dan dari lingkungan Kristen banget (Manado, ngga bisa ngga), tapi saya ngga pernah ngerasa harus ngajak orang agama lain untuk jadi Kristen. Ngga pernah seujung kuku-pun.'"
0,RT USER: Kalau aku cantik tapi memek ku coklat kamu masih doyan gak?\n\n#ngentot #memek #kontol #sange #pagicrot'
1,"USER gak akan masuk ke otak BONG, mereka dungu permanen. \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3'"
1,USER USER USER Bct kampang'
1,"For us, the Indonesian people, FPI and HTI are like a grain of sand in the middle of the ocean, once they hit it immediately they fell. #TangkapPRABOWO #TangkapMustofaNahra"
0,"USER bukannya, Israel yang mengundang yahudi dari seluruh dunia utk tinggal di israel, banyak warga Israel adalah keturunan2 yg org tua ny dari negara2 arab .'"
1,USER Dulu dipaksa menanam sama van den bosch di ambil hasilnya di jual sama belanda via VOC. lalu hasilnya pun di korup VOC sayangnya sampai merdeka pin begitu. Hasil panen di salurkan lewat badan pemerintah &amp; jg di korup sama pejabat bangke..\n\n
0,Beginilah Gencarnya Kampanye Jelang Pilkada - NET JATENG:
0,USER USER Aktivis 65 anak buah eks pki dan gerwani'
0,KAMPRET MARKSON GUE SAMPE GARUK2 KASUR URL
1,"USER Bacot, gaya sama otak timpang doi'"
0,USER Siapa tahu dg buah2an mereka lebih mudah memahami gus... secara kfc itu produk amerika yg kafir...'
0,USER Tai kaga ngajak'
0,"3. Dilihat dari jadwalmu padat sekali ya, bagaimana caramu mengatur waktu? USER #KUchat"
0,anjing pedih banget ga si jadi member x1... they supposed to be in one stage holding the fan meeting tgtÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­me cryin
1,"USER Istilah 'cebong' dan 'kampret' kurang berbau Arab. Pakailah istilah 'onta dungu' atau 'keledai liar'."""
0,USER Berubah total dari anti aseng asing menjadi cinta aseng asing .................'
0,please take care of your health from the fucking virus corona kontol
1,USER rezim suharto kroni prabowo justru yg anti islam liat muslim priok yg demo di bantai keluarga suharto prabowo
1,USER Kampret juga mau kasar n bandit di NKRI ntr semua Orang Cina di usir rakyat Indonesia biar tau rasa
1,49. Prabowo dan gerombolannya tidak mampu menandingi USER dgn isu... URL
1,"PM: \xe2\x80\x9cHeh, bajingan kalian semua! Malah seenaknya duduk duduk. Sudah berapa hari telat konstruksinya?\xe2\x80\x9d (Marah dengan muka serius) URL"
0,"I try to avoid your notification, but when i scroll it down, shit i blew it. LO LUCU BGT ANJINGÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­ÃƒÂ°Ã‚ÂŸÃ‚Â‘Ã‚ÂŒ"
0,"Revolusi mental is bullshit, No one can believe it"
0,"Sehaj, suck me into your sphere. Or how about you being monsoon-winded into Indonesia? Recall the glorious Sri Vijaya mandala that led to ÃƒÂ¢Ã‚Â€Ã‚ÂœIndoÃƒÂ¢Ã‚Â€Ã‚Â in Indonesia and Indochina. And use the periphery to kick the mother ship."
1,"I agree - particularly in the case of HTI. But FPI routinely engage in violence, other crime and general intimidation of the public so perhaps more justified?"
0,RT USER: ngentot Di wc mas yuk URL
1,"W'kesian kes ma oposisi.Makin ksni y malah jd bolot.! Soal itung mengitung sri mulyani mah emang suhu y,boleh dibilang klas dunia, URL"
1,"Anjing goblog bangsat bullshit hollyshit daffuck fuck you bitch you hates youu!!tu kata"" gasan kam,,,,"
0,"guys, stop it really. stop calling people pribumi, kafir, non-pribumi, cina, or whatsoever. they have name."
0,Still young still chubby berengsek ..forever young I'm forever young iyeeeyy
1,ARTINYA APA ? Pribumi sadari & lihat siapa mereka ? KECUALI KALIAN sama-sama CINA KOMUNIS / MISIONARIS abaikan tweet ini usir cina Indonesia
0,USER Memek nya gk klihatan'
0,"Admin gerindong pamer ""kepintaran"".."
0,"USER Jadi ateis karena terlihat edgy itu gimana sih nder?? tolong kasih gue pencerahan dong? Karena pada dasarnya atheis itu suatu kepercayaan, bukan suatu ""alat"" untuk terlihat edgy atau terlihat keren.'"
0,"I swear a lot. stuff like, anjing, bangsat, fuck, shit. You don't like this? Tell me. So when I'm talking with you I don't use these words,,,,"
0,USER SAMAA!!! kaya tersentuh banget covernya dia :(( terus pas dia akhirnya gandeng si kristen wiig tuh kayaa finallyyyy he breaks out from his old self and conquer all his fear. Oiya kak coba tonton into the wild bagus juga! walaupun tragis ceritany
0,"Biarlah rama berkata\nBiarlah shinta berucap\nAku hanya tertunduk malu\nAku hanya meratap sedih\n\nBiarlah rama,,shinta bercerita tentang asmara\nAku hanya terdiam bisu mendengar,,melihat kisah percintaan mereka\n\nKarena aku hanyalah wayang yg senantias"
0,What a narrow minded excuse. Is this what u say to all athletes that u have done something wrong SMH!! #ShameOnYouMalaysia
0,USER Bunga bangkai :)'
0,"Idk it's just some girls that might be called as ""kampungan"" but we're living in 2019 and i guess a girl who smoke in a public isn't a sin at all. ))"
0,Penyuluh Agama Diharap Ikut Andil Menangkal Paham Radikal
0,USER USER Emangnya sblm tahun 1988 wilayah palestina itu kosong apa..? Palestina itu sebelumnya adl salah satu propinsi kekhalifahan turki ustmani. Turki hancur krn persekongkolan yahudi yg mendukung pemberontakan kemal attaturk. Secara d
0,"Namun dengan kondisi ekonomi nasional yang terbatas setelah penggantian kekuasaan, pemerintah segera mengambil langkah strategis dengan mengeluarkan Undang-undang Modal Asing (UU No. 1 Tahun 1967).\n#Freeport51'"
1,USER USER replyan gue ga dibalas mulu dasar onta cebong'
0,Don't fight against us. Fight with us  USER  USER. We want no bullshit.  https://twitter.com/detikcom/status/1174954665932312576ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦
0,USER Ini juga merembet ke ketersediaan bea siswa pemerintah asing...'
0,USER Vclip penuh bokong \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
0,"Sejak thn 80an lg majlis fatwa kebangsaan telah menetapkan umat Islam haram terbabit dlm program zionis termasuklah kelab2 Rotary, Lion dsbnya"
1,"Ak family islamic... Yg kau tu family kapir laknat ke bodoh! Kau dh laaa hidup menipu! Kesian mak bapak kau...dah didik dengan ADAB ADAB yg kau agungkan... Sekali kau membesar dengan perangai xguna kau, menipu sana sini, bohong sana sini... Matilanak...."
0,USER kirain kamu titit'
1,USER Klo NU CABANG KRISTEN GIMN?'
0,Better Future for Better Indonesia #2019GantiPresiden
1,"Di wikipedia, orde baru termasuk pemerintahan junta militer kayak pemerintahan myanmar sekarang? B aja. Yg diktator kan cuma jokowi."
1,USER lu JUGA SIPIT bri!'
0,"Padahal air itu tidak akan sampai ke mulutnya. Dan doa orang-orang kafir itu, hanyalah sia-sia belaka.""\n\n(QS. Ar-Ra\'d 13: Ayat 14)'"
1,sumpah subjek ni byk gila babi'
0,USER mataku ku sipit sipitin dikit. sekelibet mirip'
0,USER ngentod yuk'
1,USER budek kamu ya'
1,"USER  USER I guess we are a #terror to #Palestinian terrorists, since we kicked your asses so thoroughly #Israel #Palestine"
0,Assalamualaikum Bu Risma tolong warga sya di jalan Kalimas udik 1c dpan rumah jl Kalimas udik 1b/1 minta bantuan dari Bu risma. Warga sya rumahnya roboh kshan Bu Risma warga sya gak Punya tempat tinggal rumahnya roboh.'
0,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER
0,"Dulu waktu kelulusan aku ga pernah coret-coret baju, cupu ya? \xf0\x9f\x98\x82'"
1,"#shameonyoumalaysia  cheating til the end , are you sure that this is a clear winner? #cheater #KLSeaGames2017 pic.twitter.com/RbjUnGAvPi"
0,"Mau sampe budek di deact kaya gimana pun akunnya jinkiw kalo emang ada kebijakan baru, itu akun kaga bakalan masuk mentab gue rasa .g'"
0,"Subhanallah, bahagia rasanya punya pemimpin seperti beliau.."
0,"USER USER Setuju. Kalo susah ke morowali, bisa di cek di ngurah rai bali. Pintu asing dibuka selebar-lebarnya.'"
0,anjing major chatacter death bangsat
0,"USER saya jd tau apa itu fiksi berkat penjelasan pak rocky tp saya kurang sreg kitab suci di katakan fiksi khususnya untuk kitab suci al qur'an,jd ingin tau pandangn para ulama ttng apa yg di katakan pak rocky ini.ÃƒÂ¢?Ã‚Âº"
0,"USER Belum 1 tahun jadi gubernur, relasinya dahsyat. dulu ada gubernur, yang ngakunya kalau jadi presiden bakalan jadi bagus malah amburadul dibuatnya."
1,USER USER ga caya sama mulut buaya mu bwang'
1,USER Bacot lu orang kota yg miskin'
0,bakso berengsek you make me sick stomach
0,"Fuck you, selebtwit. The fuck you know about my hometown. Biasa makan di kota aja bacot bangsat.,,,,"
0,\xe2\x80\x9cShalat yang dirasakan paling berat bagi orang-orang\nmunafik adalah shalat isya dan shalat subuh.\n[Bukhari 141] berat melangkah jamaah isya?'
1,"RT USER: Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam d\xe2\x80\xa6'"
1,Malay Taekwondo cant even make it 2 quarterfying round in AG so they just have 2 cheat&get golds from SG #ShameOnYouMalaysia #ÃƒÂ Ã‚Â¸Ã‚Â‹ÃƒÂ Ã‚Â¸Ã‚ÂµÃƒÂ Ã‚Â¹Ã‚Â€ÃƒÂ Ã‚Â¸Ã‚ÂÃƒÂ Ã‚Â¸Ã‚Â¡ÃƒÂ Ã‚Â¸Ã‚ÂªÃƒÂ Ã‚Â¹Ã‚ÂŒ2017
1,"Allah SWT dungu & biadab memang bukan Tuhan, kurang kerjaaan, hobi mengurus masalah seputar cocok2 penis"
0,"USER USER Di rezim sekarang menteri nya lucu""'"
0,"Venezuela saat ini dilanda krisis ekonomi. Krisis yang dialami Venezuela ini sebenarnya sudah dimulai sejak tahun 2013 yakni sejak kematian mantan Presiden Venezuela, Hugo Chavez.\nURL"
0,USER USER Memang sengaja... Melihat hasil pilkada dki yg memuaskan bagi mereka ..
1,"USER saya suka kalimat seperti ini ustadz,halus tp menghujam ke sanubari ?; #2019GantiPresiden"
0,Goblok. Smartphone buat Underlords only!!!
1,PKI hrus d adakan lge krna prabowo nyapres yg ga pilih prabowo d bilang PKI .. Trus klo gue pilih pa Jokowi lu blg apa ? Emx gue pikirin !
1,19. Koruptor pribumi yg disuruh kabur sebelum ditangkap contohnya Nazarudin. Info penangkapan dibocorkan KPK kepada Nazar dgn imbalan USD 1 juta\n\nLalu pejabat polda mengantar dan kawal Nazar sampai naik pesawat. Akhir cerita Sampai di Kolombia \n\nItulah KPK kita \n\nBejat'
0,Cannot agree more... Stop #PrabowoGila... ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â‚
0,"Bangsat nct bawain whiplash fuck fuck,,,,"
0,"#FINANSIAL USER mengajak para TKI buat menjadi pelaku UMKM. Wah, menurut kalian lebih positif menjadi TKI, pelaku UMKM, apa keduanya? URL URL"
0,Previous host countries should be lucky enough b/c the social media is not strong as it does today ÃƒÂ°Ã‚ÂŸÃ‚Â¤Ã‚Â” #SEAGamesKL2017 #ShameOnYouMalaysia
1,"USER USER Iya lah, kafir mana pantas sih, darahnya aja halal kok buat bani koplak kayak situ.'"
0,"USER USER Ikut share..sekolah anakku sekolah katholik yg ngajar suster,teman sekelasnya ada yg muslim,kristen,budha,hindu,konghu chu..selama ini masih adem ayem saja'"
0,"FPI & HTI is joining coalition.
Just another day for indon ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â‚  https://twitter.com/CNNIndonesia/status/1158528722326061056ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
0,"What is wrong in saying. Who is running BJP/RSS.Why you want waste your time prove you are ""Munafik"".you are confirmed."
1,"Very frustrating but we can't let Prabowo win and fuck the country up. Prabowo is bangsat jahat, just like Trump VERY dangerous!,,,,"
1,USER USER USER Gubernur koruptor Maksud Lu. RSSW. Reklamasi. Itu kerakusan si Ahok.
0,"RT USER: USER Jadi inget dulu pernah rela fotoin tugas dan catetan, bahkan smp begadang bikinin tugas pas doi gamasuk krn bok\xe2\x80\xa6'"
0,KPK Periksa Gubernur Sumut dan Cawagub Ijeck Shah
0,Hi gays. What kabar ? I harap you fine-fine aja. Dont porget to jaga healthy and keep smaile.
1,"Bullshit SBY, What game again,,? People don't need DPR., #ShamedByYouAgainSBY"
0,Khofifah merupakan Srikandi NU yang pantas menduduki kursi Gubernur Jatim 2018 dengan didampingi Emil Dardak sebagai Wakil BaGusS #KhofifahEmilJatimSatu
1,Yang kritis ditangkapin Negara Sinting...
0,"USER 6 jam perjalanan bang, tapi di sini adem \xf0\x9f\x98\x8c\n\nWkwkwk ((( naik onta ))) \xf0\x9f\xa4\xa3'"
1,"Selalu inget, km bukan siapa siapa. Bukan apa apa. Jadi gaada pentingnya juga buat kamu tau.\n\nBut, I need belong to someone. Hahaha. Agony of loneliness huh? Teori nya pak kassin lagi nih? Geblek!'"
1,"Gelombang Tenaga Kerja Asing Asal Cina Berbondong-Bondong Memasuki Kota Kendari, Sulteng ; Duh...mirisnya nasib anak bangsaku !; #2019GantiPresiden"
0,USER Tiada hari tanpa ngomongin kunyuk\xf0\x9f\x91\x89\xf0\x9f\x91\x88 Udah punya kuota kan? Iya pasti udah punya'
1,RT USER: Semoga Setya Novanto mati jadi bangkai di trotoar mayatnya dimakan semut merah.
0,"USER USER ... INGIN JADI TKI, DEMI INSTA STORY MEWAH DAN INDAHHHHH \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'"
0,Anjing out of all people its the THE angel...nana sayang you dont deserve this
1,"RT USER: Musuhen Aku Sak Modarmu , RasanonoSak Jebole Cocotmu Kelangan Konco 1 Bajingan koyo koe Aku Ra Rugi \xf0\x9f\x98\x8f'"
0,"#kualalumpur Ayat al-Quran yang dijadikan hujah oleh ulama untuk mengharamkan pemilihan bukan Muslim sebagai wakil rakyat, apabila diteliti sebenarnya merujuk kepada orang kafir yang memusuhi Islam dan penganutnya."
0,USER USER USER USER USER USER we ada pipis onta tercecer di mari pantes bau pesing'
1,USER KAFIR lah.. disini kan paling demen bilang kopar-kapir... \xf0\x9f\x98\x90\xf0\x9f\x98\x90\xf0\x9f\x98\x90'
1,"Ormas yg tidak boleh dibubarkan oleh perppu, karena YLBHI menganggap Jokowi adalah pemimpin otoriter"
0,"Gubernur DKI JAKARTA Pak Anies Baswedan, Mendapat Kehormatan bertemu dan Sholat Jum'at Bersama Presiden Erdogan ."
0,USER Taplak meja warteg mana ganteng gini'
0,Gasss pooolll time for off-road with lumpur berengsek x_o  pic.twitter.com/eGNNiWEtmH
0,"Gue bukan org yg religius, tp suka miris aja liat org yg ngakunya religius tp masih sering ngelive di Instagram/Facebook waktu lagi ibadah berlangsung. Mending kita sama-sama duduk diluar minum bir sambil cerita kotor, itu lebih terlihat jujur dan tdk mu"
0,"Like Indonesia if it was a plurinational democracy, very cool"
0,USER SMP da bom'
1,"""maids"" from Indonesia. Inspite of calling democracy and human rights, those reckless mobs don't even care about poor workers in their own territory."
1,"USER USER Ko jokowi""prabowo lah""sekarang rayat kecil susah""listrik aja tambah mahal"
1,"Ehh TAIK, Bangsat lo, Omongan elo kayak IwAn bopeng, yg MO potong leher TNI, Bangsat lo IwAn bopeng, baek2in TNI. TAIK LO,"
1,"tp ini true bgt. Kyuhyun mana ada, di pantai aja pake manset gitu. udik dasar.\n\napalagi Jihoon.'"
1,"USER USER key-point : cebong dungu, IQ sekolam, ngeyel ujung2nya balik ke kolam, pokoknya ganti,..trus apa lagi ya?? \xf0\x9f\x98\x82'"
0,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Ooo PKS dan FPI isl
0,USER Karena sekarang banci juga merokok'
1,"Asta, mata melek tapi gak sadar. Kalo sadar, paling gak fokus. Bullshit lah gak fokus gara2 kurang minum. Gua minum 3 liter lebih sehari udh kek onta beser tetep aja gagal fokus.'"
0,"(41) Program16: Pembangunan pusat olahraga, seni, dan budaya di setiap kota/kabupaten. #Asyikm3nang USER #Asyikm3nang"
1,USER Kalo sby nikahkan anaknya dengan koruptor berarti?
0,"RT USER: Pengen juga lagi ngentot diciumin gini, dimanjain gini ahhh idaman bgt topnya URL"
1,"Semua unjuk rasa di Indonesia itu tuntutannya cuma satu ""lengserkan Jokowi""..."
0,"Ngangkang selebar lebarnya, mainin memek sendiri depan kaca lemari.'"
1,RT USER: USER Klo lo makin tua makin tai'
1,USER USER USER USER USER USER USER USER USER USER USER Lebih tepat bani bangsat kali yak?\nOrg berbuat demi kebaikan dan ada alasannya di maki2.\nOrg goblok y
0,"Dan seorang gadis, meski sudah berada di benaknya selama beberapa bulan terakhir, menghantui pikiran seperti bayangan gelap (namun yang satu ini justru bikin senang), tidak boleh menghancurkan mimpinya.\n\nBolehlah orang mengatainya bajingan, brengsek.\n\n\xe3\x85\xa1'"
1,"USER Pak USER mengartikan Ijab & Qabul sebagai perjanjian nikah langkah baik, dlm rangka Buang Islam"
0,Never Forget Who Pioneered This Finesse The MTA Shit They Had A Memo Out On The MTA Bulletin For Ya Boy  https://twitter.com/QueenShaShaa_/status/1223368124663259139ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦ pic.twitter.com/7CEoBtVCAy
0,""" USER: AGREE "" USER: I DON'T BELIEVE IN HATERS, MEANING I DON'T BELIEVE THE BULLSHIT THEY THINK ABOUT ME.I REVOKE THEIR JU"
1,USER Yg voting malingsia siapa cok jancok PKI'
0,"Setelah pengerok merasa lelah tidak sanggup ngerokin lagi, oke disudahi. Baru deh dikasih minyak cina untuk finishing. Selesai beres2, ibu ngambil ~gel~ yang aku pake.'"
1,"USER jangan kebnyakan ngopi om,apa lagi TOP coffe..nanti kayak iwan fals...\nyg awalnya cerdas,berubah jadi cebong...xixixix'"
0,"ÃƒÂ¢??fardu kifayahÃƒÂ¢?? atau berhukum wajib dalam ajaran Islam. Pada pilpres mendatang, harus ada utusan dari kalangan santri yang disokong ulama untuk maju memimpin negeri.;"
0,"USER Eue ayo , dikasih ga?'"
0,"USER USER Halo kebetulan skripsiku dulu ttg transgender jg. Coba aja kamu cari ttg website suara kita untuk lgbt jakarta. Kalau km ke yogya, km bisa coba ke LSM kebaya. Good luck!'"
1,USER USER USER USER USER cebong doang yg tukang ngamuk..'
0,USER USER Ulama yg tidak dikenal......
0,"Malaysia shrug off judging controversies, Latest Others News - The New Paper #shameonyoumalaysia  http://www.tnp.sg/sports/others/malaysia-shrug-judging-controversiesÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
0,USER USER USER USER daripada ngutang buat nyuapin kamu terus bikin candi mangkrak mending jamban masih berguna dan digunakan'
0,USER cubit aja titit nya kalo nakal'
1,RT USER USER Video lengkap ada di Youtube yak 30 menit sekian dan mejelekkan SBY. Elo cari aja STRATEGI PRABOWO.
1,"USER tahun 2019 Rakyat makan ASPAL dan BETON; ini adalah solusi jitu mengurangi kemiskinan; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #"
0,"4. Ini ide unik, pertama sepanjang sejarah Indonesia untuk kumpulkan impian masyarakat dari setiap propinsi di Indonesia"
0,Henry pernah tampil di konser amal untuk masyarakat Cina'
0,Kamu gak dicarin sama orang tuamu apa ? Kok setiap malam kamu selalu hadir dalam mimpiku.'
0,deklarasi pilkada 2018 aman dan anti hoax PB jabon
1,"USER Oh scamming. Ya urus lah bego, orang lu butuh'"
1,is Indonesia a safe heaven for Radicalism ? Y  USER #misswold #FPI #HTI Will #indonesia be another Afghanistan w its Taliban regime?
1,"USER ""jangan sok polos, itu genitnya kaya banci""'"
0,\xe2\x80\x9c. . .\xe2\x80\x9d\n\nMemperhatikan warga pasar yang masih asing bagi dirinya dalam diam.'
0,USER USER USER Sam awakmu wes magriban ta ??
0,"RT USER: USER &lt; Terus ya, NSFW bukan cuma genjat-genjot doang. Tapi yang namanya NSFW udah pasti gak aman buat anak di bawah umur. T\xe2\x80\xa6'"
0,"Pasti pernah ada\n\n""eh karcis parkir sama lu kan?""\n""engga, kan tadi lu yg pegang""\n""ah tai seriusan lu""\n\nTiap keluar dari mall'"
0,"20 tahun Reformasi, kenyataannya orang susah mempertemukan ÃƒÂ¢??demokrasiÃƒÂ¢?? dan ÃƒÂ¢??kesejahteraanÃƒÂ¢??. Kita lupa ide ini berhubungan dengan sistem lain, yaitu sistem ekonomi pasar bebas Tak heran selama 20 tahun ini kita masih mencari titik temu antara negara, pasar,"
0,oh gosh!!! please no this time ! jangan limit !!! aaaaaaaa please !!! berengsek
0,"Mildly mad : Fuck demmit, incoherent piece of shit.
LEGIT mad : Babi sial buto la anak haram bangsat lancau kau  https://twitter.com/waff__/status/941632787911647232ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â ÃƒÂƒÃ‚Â¢ÃƒÂ¢Ã‚Â‚Ã‚Â¬ÃƒÂ‚Ã‚Â¦,,,,"
0,"USER Klo bani sebelah, krn otak nya tdk jln msh ngotot perusahaan suram ala Indosat utk dibeli.. Maklum, hidup hanya utk nasbung..'"
1,USER USER Emg ga aneh liat biksu belajar budha di Mesir dr seorang syeikh/masaikh?\n\nEmg ga aneh pendeta belajar kristen di Saudi dr ulama?'
1,"The biggest problem of our country is not ""sumbu pendek"". But mental model-at the foundation level.

We acknowledge diversity, but in the top of iceberg, we are so sensitive like baby butt. 

Illustration by UID  pic.twitter.com/qHrcKkAWFC"
